,name,gender,Name Rank,age,agreeableness_score,conscientiousness_score,surgency_score,emotional_stability_score,intellect_score,Condition_feels normal,Condition_has a fever and a cough,Condition_has a light cough,Daily New Cases Day 4,Time Step,Response
117,Sandra,0,0.9859999999999999,26,1,1,1,0,0,True,False,False,0.0,1,0
118,Monica,0,0.9629999999999999,60,1,1,1,1,0,True,False,False,0.0,1,0
119,Martha,0,0.9719999999999999,49,1,0,0,1,0,True,False,False,0.0,1,0
120,Emily,0,0.9809999999999999,18,1,0,0,1,0,True,False,False,0.0,1,0
121,William,1,0.9719999999999999,62,0,1,1,1,0,True,False,False,0.0,1,0
122,Javier,1,0.9519999999999998,26,1,0,0,1,0,True,False,False,0.0,1,0
123,Anna,0,0.9699999999999999,62,0,0,1,0,0,True,False,False,0.0,1,0
124,Joe,1,0.9809999999999999,35,0,0,1,1,0,True,False,False,0.0,1,0
125,Oscar,1,0.9549999999999998,30,1,0,1,0,1,True,False,False,0.0,1,0
126,Gloria,0,0.9599999999999999,37,0,0,1,1,1,True,False,False,0.0,1,0
127,Brian,1,0.9849999999999999,24,1,1,1,0,1,True,False,False,0.0,1,0
128,Ashley,0,0.9899999999999999,60,0,1,1,0,0,True,False,False,0.0,1,0
129,Christopher,1,0.9539999999999998,34,0,1,1,1,1,True,False,False,0.0,1,0
130,Jennifer,0,0.9979999999999999,56,0,1,1,1,1,True,False,False,0.0,1,0
131,Karen,0,0.9879999999999999,55,0,0,0,0,0,True,False,False,0.0,1,0
132,Stephanie,0,0.9869999999999999,25,0,0,1,0,1,True,False,False,0.0,1,0
133,Mary,0,0.9989999999999999,58,1,1,1,1,1,True,False,False,0.0,1,0
134,Rosa,0,0.9759999999999999,40,1,0,0,1,1,True,False,False,0.0,1,0
135,Steve,1,0.9639999999999999,52,0,1,1,1,1,True,False,False,0.0,1,0
136,Alex,1,0.9919999999999999,62,0,0,0,0,1,True,False,False,0.0,1,0
137,Teresa,0,0.9549999999999998,38,1,1,0,1,0,True,False,False,0.0,1,0
138,Michelle,0,0.9959999999999999,61,1,0,0,1,0,True,False,False,0.0,1,0
139,Pedro,1,0.9509999999999998,19,0,1,0,1,1,True,False,False,0.0,1,0
140,Rachel,0,0.9729999999999999,31,0,1,1,1,0,True,False,False,0.0,1,0
141,Sarah,0,0.9939999999999999,54,1,1,0,1,0,True,False,False,0.0,1,0
142,James,1,0.9899999999999999,20,1,0,0,1,1,True,False,False,0.0,1,0
143,Carmen,0,0.9779999999999999,40,1,1,1,1,1,True,False,False,0.0,1,0
144,Luis,1,0.9939999999999999,30,0,0,1,0,0,True,False,False,0.0,1,0
145,Matt,1,0.9689999999999999,30,0,0,0,0,1,True,False,False,0.0,1,0
146,Angela,0,0.9749999999999999,36,0,1,1,1,0,True,False,False,0.0,1,0
147,Michael,1,0.9979999999999999,51,1,1,0,0,0,True,False,False,0.0,1,0
148,Daniel,1,0.9909999999999999,27,1,1,0,0,0,True,False,False,0.0,1,0
149,Jason,1,0.9819999999999999,31,1,0,1,1,1,True,False,False,0.0,1,0
150,Brenda,0,0.9689999999999999,36,1,1,0,0,0,True,False,False,0.0,1,0
151,Carlos,1,0.9949999999999999,41,0,1,0,0,0,True,False,False,0.0,1,0
152,Andrew,1,0.9779999999999999,24,0,1,0,0,0,True,False,False,0.0,1,0
153,Juan,1,0.9959999999999999,40,1,0,1,0,1,True,False,False,0.0,1,0
154,Jorge,1,0.9839999999999999,59,1,1,0,1,0,True,False,False,0.0,1,0
155,Justin,1,0.9629999999999999,30,1,0,0,0,1,True,False,False,0.0,1,0
156,Mario,1,0.9589999999999999,61,1,1,0,0,1,True,False,False,0.0,1,0
157,Linda,0,0.9889999999999999,42,1,0,1,0,1,True,False,False,0.0,1,0
158,Manuel,1,0.9669999999999999,47,0,1,0,0,0,True,False,False,0.0,1,0
159,Richard,1,0.9729999999999999,49,0,0,1,0,0,True,False,False,0.0,1,0
160,Chris,1,0.9929999999999999,47,1,1,1,0,0,True,False,False,0.0,1,0
161,Antonio,1,0.9659999999999999,32,0,0,1,1,1,True,False,False,0.0,1,0
162,Nick,1,0.9569999999999999,27,1,1,0,1,1,True,False,False,0.0,1,0
163,Jose,1,0.9999999999999999,39,1,1,1,0,1,True,False,False,0.0,1,0
164,Kimberly,0,0.9529999999999998,54,0,1,0,0,0,True,False,False,0.0,1,0
165,Susan,0,0.9769999999999999,60,0,1,0,0,0,True,False,False,0.0,1,0
166,Sara,0,0.9679999999999999,52,1,1,1,1,1,True,False,False,0.0,1,0
167,Mike,1,0.9889999999999999,41,1,1,0,0,0,True,False,False,0.0,1,0
168,Julie,0,0.9669999999999999,30,1,1,1,0,0,True,False,False,0.0,1,0
169,Veronica,0,0.9589999999999999,46,1,0,1,0,1,True,False,False,0.0,1,0
170,Jesus,1,0.9759999999999999,53,1,0,0,0,0,True,False,False,0.0,1,0
171,Laura,0,0.9909999999999999,19,0,0,1,1,0,True,False,False,0.0,1,0
172,Brandon,1,0.9619999999999999,49,1,0,1,1,1,True,False,False,0.0,1,0
173,Kim,0,0.9659999999999999,49,1,1,0,1,0,True,False,False,0.0,1,0
174,Maria,0,0.9999999999999999,37,1,0,1,1,0,True,False,False,0.0,1,0
175,Scott,1,0.9579999999999999,45,0,1,0,1,1,True,False,False,0.0,1,0
176,Anthony,1,0.9829999999999999,42,0,1,1,0,1,True,False,False,0.0,1,0
177,Heather,0,0.9569999999999999,44,1,1,1,1,0,True,False,False,0.0,1,0
178,Christina,0,0.9509999999999998,51,1,0,1,0,0,True,False,False,0.0,1,0
179,Joseph,1,0.9679999999999999,29,0,0,1,1,1,True,False,False,0.0,1,0
180,Ana,0,0.9929999999999999,59,1,0,1,1,1,True,False,False,0.0,1,0
181,Patricia,0,0.9819999999999999,41,0,0,0,1,0,True,False,False,0.0,1,0
182,Kevin,1,0.9869999999999999,41,1,0,1,0,1,True,False,False,0.0,1,0
183,Samantha,0,0.9559999999999998,39,1,0,1,0,0,True,False,False,0.0,1,0
184,Angel,1,0.9739999999999999,47,1,0,1,0,1,True,False,False,0.0,1,0
185,Tony,1,0.9649999999999999,26,1,1,1,1,1,True,False,False,0.0,1,0
186,Katie,0,0.9639999999999999,41,0,1,0,1,0,True,False,False,0.0,1,0
187,David,1,0.9989999999999999,30,1,0,0,1,0,True,False,False,0.0,1,0
188,Eric,1,0.9789999999999999,53,1,1,0,0,0,True,False,False,0.0,1,0
189,Nancy,0,0.9829999999999999,39,0,1,0,0,1,True,False,False,0.0,1,1
190,Jeff,1,0.9609999999999999,52,0,0,1,0,0,True,False,False,0.0,1,0
191,Victor,1,0.9709999999999999,60,0,1,0,0,0,True,False,False,0.0,1,0
192,Sharon,0,0.9519999999999998,19,0,0,1,1,0,True,False,False,0.0,1,0
193,Ryan,1,0.9769999999999999,50,0,0,1,1,0,True,False,False,0.0,1,0
194,Paul,1,0.9749999999999999,26,0,0,1,1,1,True,False,False,0.0,1,0
195,Miguel,1,0.9799999999999999,64,0,1,0,1,0,True,False,False,0.0,1,0
196,Nicole,0,0.9799999999999999,47,1,0,1,0,1,True,False,False,0.0,1,0
197,Jonathan,1,0.9699999999999999,64,0,0,1,0,1,True,False,False,0.0,1,0
198,Mark,1,0.9859999999999999,37,0,0,1,1,0,True,False,False,0.0,1,0
199,Francisco,1,0.9559999999999998,52,0,0,0,0,0,True,False,False,0.0,1,0
200,Matthew,1,0.9599999999999999,45,1,1,0,1,0,True,False,False,0.0,2,0
201,Lisa,0,0.9949999999999999,24,1,1,0,0,0,True,False,False,0.0,2,0
202,Amanda,0,0.9839999999999999,25,0,1,1,1,0,True,False,False,0.0,2,0
203,Kathy,0,0.9579999999999999,34,1,0,1,1,1,True,False,False,0.0,2,0
204,Elizabeth,0,0.9919999999999999,52,1,0,1,1,1,True,False,False,0.0,2,0
205,Diana,0,0.9739999999999999,45,1,1,0,0,1,True,False,False,0.0,2,0
206,Kelly,0,0.9709999999999999,25,0,0,0,1,1,True,False,False,0.0,2,1
207,Melissa,0,0.9849999999999999,61,1,0,1,0,0,True,False,False,0.0,2,0
208,Cindy,0,0.9539999999999998,31,1,0,0,1,1,True,False,False,0.0,2,0
209,Robert,1,0.9879999999999999,35,1,0,1,0,1,True,False,False,0.0,2,0
210,Claudia,0,0.9619999999999999,59,0,0,0,0,0,True,False,False,0.0,2,0
211,Amy,0,0.9789999999999999,19,1,1,0,1,0,True,False,False,0.0,2,0
212,Jessica,0,0.9969999999999999,18,0,1,1,0,0,True,False,False,0.0,2,0
213,Lauren,0,0.9609999999999999,31,1,0,1,1,1,True,False,False,0.0,2,0
214,John,1,0.9969999999999999,56,1,1,0,0,1,True,False,False,0.0,2,0
215,Steven,1,0.9529999999999998,28,1,0,0,0,0,True,False,False,0.0,2,0
216,Barbara,0,0.9649999999999999,50,1,0,1,0,0,True,False,False,0.0,2,0
217,Sandra,0,0.9859999999999999,26,1,1,1,0,0,True,False,False,0.0,2,0
218,Monica,0,0.9629999999999999,60,1,1,1,1,0,True,False,False,0.0,2,0
219,Martha,0,0.9719999999999999,49,1,0,0,1,0,True,False,False,0.0,2,0
220,Emily,0,0.9809999999999999,18,1,0,0,1,0,True,False,False,0.0,2,0
221,William,1,0.9719999999999999,62,0,1,1,1,0,True,False,False,0.0,2,0
222,Javier,1,0.9519999999999998,26,1,0,0,1,0,True,False,False,0.0,2,0
223,Anna,0,0.9699999999999999,62,0,0,1,0,0,True,False,False,0.0,2,0
224,Joe,1,0.9809999999999999,35,0,0,1,1,0,True,False,False,0.0,2,0
225,Oscar,1,0.9549999999999998,30,1,0,1,0,1,True,False,False,0.0,2,0
226,Gloria,0,0.9599999999999999,37,0,0,1,1,1,True,False,False,0.0,2,0
227,Brian,1,0.9849999999999999,24,1,1,1,0,1,True,False,False,0.0,2,0
228,Ashley,0,0.9899999999999999,60,0,1,1,0,0,True,False,False,0.0,2,0
229,Christopher,1,0.9539999999999998,34,0,1,1,1,1,True,False,False,0.0,2,0
230,Jennifer,0,0.9979999999999999,56,0,1,1,1,1,True,False,False,0.0,2,0
231,Karen,0,0.9879999999999999,55,0,0,0,0,0,True,False,False,0.0,2,0
232,Stephanie,0,0.9869999999999999,25,0,0,1,0,1,True,False,False,0.0,2,0
233,Mary,0,0.9989999999999999,58,1,1,1,1,1,True,False,False,0.0,2,0
234,Rosa,0,0.9759999999999999,40,1,0,0,1,1,True,False,False,0.0,2,0
235,Steve,1,0.9639999999999999,52,0,1,1,1,1,True,False,False,0.0,2,0
236,Alex,1,0.9919999999999999,62,0,0,0,0,1,True,False,False,0.0,2,0
237,Teresa,0,0.9549999999999998,38,1,1,0,1,0,True,False,False,0.0,2,0
238,Michelle,0,0.9959999999999999,61,1,0,0,1,0,True,False,False,0.0,2,0
239,Pedro,1,0.9509999999999998,19,0,1,0,1,1,True,False,False,0.0,2,0
240,Rachel,0,0.9729999999999999,31,0,1,1,1,0,True,False,False,0.0,2,0
241,Sarah,0,0.9939999999999999,54,1,1,0,1,0,True,False,False,0.0,2,0
242,James,1,0.9899999999999999,20,1,0,0,1,1,True,False,False,0.0,2,0
243,Carmen,0,0.9779999999999999,40,1,1,1,1,1,True,False,False,0.0,2,0
244,Luis,1,0.9939999999999999,30,0,0,1,0,0,True,False,False,0.0,2,0
245,Matt,1,0.9689999999999999,30,0,0,0,0,1,True,False,False,0.0,2,1
246,Angela,0,0.9749999999999999,36,0,1,1,1,0,True,False,False,0.0,2,0
247,Michael,1,0.9979999999999999,51,1,1,0,0,0,True,False,False,0.0,2,0
248,Daniel,1,0.9909999999999999,27,1,1,0,0,0,True,False,False,0.0,2,0
249,Jason,1,0.9819999999999999,31,1,0,1,1,1,True,False,False,0.0,2,0
250,Brenda,0,0.9689999999999999,36,1,1,0,0,0,True,False,False,0.0,2,0
251,Carlos,1,0.9949999999999999,41,0,1,0,0,0,True,False,False,0.0,2,0
252,Andrew,1,0.9779999999999999,24,0,1,0,0,0,True,False,False,0.0,2,0
253,Juan,1,0.9959999999999999,40,1,0,1,0,1,True,False,False,0.0,2,0
254,Jorge,1,0.9839999999999999,59,1,1,0,1,0,True,False,False,0.0,2,0
255,Justin,1,0.9629999999999999,30,1,0,0,0,1,True,False,False,0.0,2,0
256,Mario,1,0.9589999999999999,61,1,1,0,0,1,True,False,False,0.0,2,0
257,Linda,0,0.9889999999999999,42,1,0,1,0,1,True,False,False,0.0,2,0
258,Manuel,1,0.9669999999999999,47,0,1,0,0,0,True,False,False,0.0,2,0
259,Richard,1,0.9729999999999999,49,0,0,1,0,0,True,False,False,0.0,2,0
260,Chris,1,0.9929999999999999,47,1,1,1,0,0,True,False,False,0.0,2,0
261,Antonio,1,0.9659999999999999,32,0,0,1,1,1,True,False,False,0.0,2,0
262,Nick,1,0.9569999999999999,27,1,1,0,1,1,True,False,False,0.0,2,0
263,Jose,1,0.9999999999999999,39,1,1,1,0,1,True,False,False,0.0,2,0
264,Kimberly,0,0.9529999999999998,54,0,1,0,0,0,True,False,False,0.0,2,0
265,Susan,0,0.9769999999999999,60,0,1,0,0,0,True,False,False,0.0,2,0
266,Sara,0,0.9679999999999999,52,1,1,1,1,1,True,False,False,0.0,2,0
267,Mike,1,0.9889999999999999,41,1,1,0,0,0,True,False,False,0.0,2,0
268,Julie,0,0.9669999999999999,30,1,1,1,0,0,True,False,False,0.0,2,0
269,Veronica,0,0.9589999999999999,46,1,0,1,0,1,True,False,False,0.0,2,0
270,Jesus,1,0.9759999999999999,53,1,0,0,0,0,True,False,False,0.0,2,0
271,Laura,0,0.9909999999999999,19,0,0,1,1,0,True,False,False,0.0,2,0
272,Brandon,1,0.9619999999999999,49,1,0,1,1,1,True,False,False,0.0,2,0
273,Kim,0,0.9659999999999999,49,1,1,0,1,0,True,False,False,0.0,2,0
274,Maria,0,0.9999999999999999,37,1,0,1,1,0,True,False,False,0.0,2,0
275,Scott,1,0.9579999999999999,45,0,1,0,1,1,True,False,False,0.0,2,0
276,Anthony,1,0.9829999999999999,42,0,1,1,0,1,True,False,False,0.0,2,0
277,Heather,0,0.9569999999999999,44,1,1,1,1,0,True,False,False,0.0,2,0
278,Christina,0,0.9509999999999998,51,1,0,1,0,0,True,False,False,0.0,2,0
279,Joseph,1,0.9679999999999999,29,0,0,1,1,1,True,False,False,0.0,2,0
280,Ana,0,0.9929999999999999,59,1,0,1,1,1,True,False,False,0.0,2,0
281,Patricia,0,0.9819999999999999,41,0,0,0,1,0,True,False,False,0.0,2,0
282,Kevin,1,0.9869999999999999,41,1,0,1,0,1,True,False,False,0.0,2,0
283,Samantha,0,0.9559999999999998,39,1,0,1,0,0,True,False,False,0.0,2,0
284,Angel,1,0.9739999999999999,47,1,0,1,0,1,True,False,False,0.0,2,0
285,Tony,1,0.9649999999999999,26,1,1,1,1,1,True,False,False,0.0,2,0
286,Katie,0,0.9639999999999999,41,0,1,0,1,0,True,False,False,0.0,2,0
287,David,1,0.9989999999999999,30,1,0,0,1,0,True,False,False,0.0,2,0
288,Eric,1,0.9789999999999999,53,1,1,0,0,0,True,False,False,0.0,2,0
289,Nancy,0,0.9829999999999999,39,0,1,0,0,1,True,False,False,0.0,2,0
290,Jeff,1,0.9609999999999999,52,0,0,1,0,0,True,False,False,0.0,2,0
291,Victor,1,0.9709999999999999,60,0,1,0,0,0,True,False,False,0.0,2,0
292,Sharon,0,0.9519999999999998,19,0,0,1,1,0,True,False,False,0.0,2,0
293,Ryan,1,0.9769999999999999,50,0,0,1,1,0,True,False,False,0.0,2,0
294,Paul,1,0.9749999999999999,26,0,0,1,1,1,True,False,False,0.0,2,0
295,Miguel,1,0.9799999999999999,64,0,1,0,1,0,True,False,False,0.0,2,0
296,Nicole,0,0.9799999999999999,47,1,0,1,0,1,True,False,False,0.0,2,0
297,Jonathan,1,0.9699999999999999,64,0,0,1,0,1,True,False,False,0.0,2,0
298,Mark,1,0.9859999999999999,37,0,0,1,1,0,False,False,True,0.0,2,0
299,Francisco,1,0.9559999999999998,52,0,0,0,0,0,False,False,True,0.0,2,1
300,Matthew,1,0.9599999999999999,45,1,1,0,1,0,True,False,False,0.02,3,0
301,Lisa,0,0.9949999999999999,24,1,1,0,0,0,True,False,False,0.02,3,0
302,Amanda,0,0.9839999999999999,25,0,1,1,1,0,True,False,False,0.02,3,1
303,Kathy,0,0.9579999999999999,34,1,0,1,1,1,True,False,False,0.02,3,1
304,Elizabeth,0,0.9919999999999999,52,1,0,1,1,1,True,False,False,0.02,3,0
305,Diana,0,0.9739999999999999,45,1,1,0,0,1,True,False,False,0.02,3,0
306,Kelly,0,0.9709999999999999,25,0,0,0,1,1,True,False,False,0.02,3,1
307,Melissa,0,0.9849999999999999,61,1,0,1,0,0,True,False,False,0.02,3,1
308,Cindy,0,0.9539999999999998,31,1,0,0,1,1,True,False,False,0.02,3,1
309,Robert,1,0.9879999999999999,35,1,0,1,0,1,True,False,False,0.02,3,0
310,Claudia,0,0.9619999999999999,59,0,0,0,0,0,True,False,False,0.02,3,0
311,Amy,0,0.9789999999999999,19,1,1,0,1,0,True,False,False,0.02,3,0
312,Jessica,0,0.9969999999999999,18,0,1,1,0,0,True,False,False,0.02,3,0
313,Lauren,0,0.9609999999999999,31,1,0,1,1,1,True,False,False,0.02,3,0
314,John,1,0.9969999999999999,56,1,1,0,0,1,True,False,False,0.02,3,0
315,Steven,1,0.9529999999999998,28,1,0,0,0,0,True,False,False,0.02,3,1
316,Barbara,0,0.9649999999999999,50,1,0,1,0,0,True,False,False,0.02,3,1
