,name,gender,Name Rank,age,agreeableness_score,conscientiousness_score,surgency_score,emotional_stability_score,intellect_score,Condition_feels normal,Condition_has a fever and a cough,Condition_has a light cough,Daily New Cases Day 4,Time Step,Response
22,James,1,0.9899999999999999,42,0,1,0,0,0,True,False,False,0.0,0,0
23,Jason,1,0.9819999999999999,28,0,0,0,0,1,True,False,False,0.0,0,0
24,Barbara,0,0.9649999999999999,56,0,0,0,0,0,True,False,False,0.0,0,0
25,Sandra,0,0.9859999999999999,52,0,1,1,0,1,True,False,False,0.0,0,0
26,Kathy,0,0.9579999999999999,37,0,0,0,0,0,True,False,False,0.0,0,0
27,Oscar,1,0.9549999999999998,60,1,0,0,1,0,True,False,False,0.0,0,0
28,Jesus,1,0.9759999999999999,34,1,1,0,1,0,True,False,False,0.0,0,0
29,Rachel,0,0.9729999999999999,30,1,1,1,0,1,True,False,False,0.0,0,0
30,Karen,0,0.9879999999999999,42,0,0,0,1,0,True,False,False,0.0,0,0
31,Samantha,0,0.9559999999999998,60,0,0,0,1,1,True,False,False,0.0,0,0
32,Michelle,0,0.9959999999999999,47,0,1,1,0,1,True,False,False,0.0,0,0
33,Rosa,0,0.9759999999999999,32,1,0,1,0,0,True,False,False,0.0,0,0
34,Sara,0,0.9679999999999999,43,1,0,0,1,1,True,False,False,0.0,0,0
35,Manuel,1,0.9669999999999999,32,0,1,0,1,1,True,False,False,0.0,0,0
36,Christopher,1,0.9539999999999998,45,0,0,0,1,1,True,False,False,0.0,0,0
37,Sarah,0,0.9939999999999999,38,1,1,1,0,1,True,False,False,0.0,0,0
38,Alex,1,0.9919999999999999,20,0,0,0,0,0,True,False,False,0.0,0,0
39,Matt,1,0.9689999999999999,51,1,0,0,0,0,True,False,False,0.0,0,0
40,Matthew,1,0.9599999999999999,46,1,1,0,1,0,True,False,False,0.0,0,0
41,Brenda,0,0.9689999999999999,59,1,0,1,0,0,True,False,False,0.0,0,0
42,Steve,1,0.9639999999999999,35,1,0,0,1,0,True,False,False,0.0,0,0
43,Kimberly,0,0.9529999999999998,21,1,1,1,1,0,True,False,False,0.0,0,0
44,Melissa,0,0.9849999999999999,42,1,1,0,1,1,True,False,False,0.0,0,0
45,Justin,1,0.9629999999999999,59,1,1,1,1,1,True,False,False,0.0,0,0
46,Ashley,0,0.9899999999999999,37,0,0,1,1,0,True,False,False,0.0,0,0
47,Heather,0,0.9569999999999999,31,1,1,0,0,0,True,False,False,0.0,0,0
48,Mary,0,0.9989999999999999,27,1,0,1,1,0,True,False,False,0.0,0,0
49,Richard,1,0.9729999999999999,39,0,1,1,0,0,True,False,False,0.0,0,0
50,Ana,0,0.9929999999999999,34,0,0,0,1,1,True,False,False,0.0,0,0
51,Antonio,1,0.9659999999999999,39,1,0,0,0,1,True,False,False,0.0,0,0
52,Carlos,1,0.9949999999999999,54,1,1,1,0,0,True,False,False,0.0,0,0
53,Patricia,0,0.9819999999999999,32,0,1,1,0,1,True,False,False,0.0,0,0
54,Victor,1,0.9709999999999999,18,1,0,0,1,0,True,False,False,0.0,0,0
55,William,1,0.9719999999999999,34,1,0,1,1,1,True,False,False,0.0,0,0
56,Kevin,1,0.9869999999999999,35,0,1,0,0,1,True,False,False,0.0,0,0
57,Emily,0,0.9809999999999999,36,0,1,0,0,1,True,False,False,0.0,0,0
58,Paul,1,0.9749999999999999,48,0,1,0,0,1,True,False,False,0.0,0,0
59,Lisa,0,0.9949999999999999,37,1,1,1,0,0,True,False,False,0.0,0,0
60,Jorge,1,0.9839999999999999,30,1,0,0,1,1,True,False,False,0.0,0,0
61,Mario,1,0.9589999999999999,47,0,1,0,0,0,True,False,False,0.0,0,0
62,Carmen,0,0.9779999999999999,44,0,0,0,1,1,True,False,False,0.0,0,0
63,Daniel,1,0.9909999999999999,44,1,1,1,1,0,True,False,False,0.0,0,0
64,Nancy,0,0.9829999999999999,28,1,1,1,1,1,True,False,False,0.0,0,0
65,Javier,1,0.9519999999999998,58,1,0,1,0,0,True,False,False,0.0,0,0
66,Mike,1,0.9889999999999999,40,1,1,0,1,0,True,False,False,0.0,0,0
67,Miguel,1,0.9799999999999999,51,1,0,0,0,0,True,False,False,0.0,0,0
68,Joseph,1,0.9679999999999999,58,1,1,0,0,1,True,False,False,0.0,0,0
69,Jessica,0,0.9969999999999999,23,0,0,0,0,1,True,False,False,0.0,0,0
70,Teresa,0,0.9549999999999998,35,1,1,1,0,1,True,False,False,0.0,0,0
71,Stephanie,0,0.9869999999999999,18,1,1,1,1,1,True,False,False,0.0,0,0
72,Martha,0,0.9719999999999999,29,0,1,0,0,1,True,False,False,0.0,0,0
73,Maria,0,0.9999999999999999,50,1,1,0,0,1,True,False,False,0.0,0,0
74,Brian,1,0.9849999999999999,47,1,0,0,1,0,True,False,False,0.0,0,0
75,Chris,1,0.9929999999999999,60,1,0,0,1,1,True,False,False,0.0,0,0
76,Andrew,1,0.9779999999999999,34,1,0,1,0,1,True,False,False,0.0,0,0
77,John,1,0.9969999999999999,53,0,0,1,0,0,True,False,False,0.0,0,0
78,Sharon,0,0.9519999999999998,52,0,0,1,1,1,True,False,False,0.0,0,0
79,Scott,1,0.9579999999999999,46,1,0,0,1,1,True,False,False,0.0,0,0
80,Christina,0,0.9509999999999998,43,1,0,0,1,0,True,False,False,0.0,0,0
81,Luis,1,0.9939999999999999,23,0,0,1,0,1,True,False,False,0.0,0,0
82,Jeff,1,0.9609999999999999,31,0,1,1,0,1,True,False,False,0.0,0,0
83,Angel,1,0.9739999999999999,19,1,1,0,1,1,True,False,False,0.0,0,0
84,Pedro,1,0.9509999999999998,51,0,1,1,0,0,True,False,False,0.0,0,0
85,Robert,1,0.9879999999999999,63,1,0,1,1,0,True,False,False,0.0,0,0
86,Eric,1,0.9789999999999999,64,1,1,0,0,0,True,False,False,0.0,0,0
87,Angela,0,0.9749999999999999,44,0,1,0,1,0,True,False,False,0.0,0,0
88,Nicole,0,0.9799999999999999,55,1,0,1,1,0,True,False,False,0.0,0,0
89,Katie,0,0.9639999999999999,22,0,1,1,0,0,True,False,False,0.0,0,0
90,Brandon,1,0.9619999999999999,28,0,1,1,1,1,True,False,False,0.0,0,0
91,Joe,1,0.9809999999999999,21,0,1,0,1,0,True,False,False,0.0,0,0
92,Tony,1,0.9649999999999999,19,0,1,1,0,0,True,False,False,0.0,0,0
93,Amy,0,0.9789999999999999,59,1,0,0,1,1,True,False,False,0.0,0,0
94,Anthony,1,0.9829999999999999,22,0,1,0,0,1,True,False,False,0.0,0,0
95,Jennifer,0,0.9979999999999999,44,1,0,0,0,1,True,False,False,0.0,0,0
96,Mark,1,0.9859999999999999,18,1,1,1,0,1,True,False,False,0.0,0,0
97,Ryan,1,0.9769999999999999,42,1,1,1,0,0,True,False,False,0.0,0,0
98,Francisco,1,0.9559999999999998,38,1,1,1,1,1,True,False,False,0.0,0,0
99,Anna,0,0.9699999999999999,25,1,1,1,0,1,True,False,False,0.0,0,0
100,Nick,1,0.9569999999999999,18,0,0,0,1,0,True,False,False,0.0,1,0
101,Jonathan,1,0.9699999999999999,27,1,1,1,0,0,True,False,False,0.0,1,0
102,Michael,1,0.9979999999999999,53,0,1,0,1,1,True,False,False,0.0,1,0
103,Juan,1,0.9959999999999999,27,0,1,1,0,0,True,False,False,0.0,1,0
104,David,1,0.9989999999999999,36,1,1,0,1,0,True,False,False,0.0,1,0
105,Diana,0,0.9739999999999999,56,0,0,1,0,1,True,False,False,0.0,1,0
106,Jose,1,0.9999999999999999,60,1,1,0,1,0,True,False,False,0.0,1,0
107,Veronica,0,0.9589999999999999,26,1,0,0,1,0,True,False,False,0.0,1,0
108,Kim,0,0.9659999999999999,27,0,0,1,0,1,True,False,False,0.0,1,0
109,Julie,0,0.9669999999999999,19,0,1,0,1,1,True,False,False,0.0,1,0
110,Amanda,0,0.9839999999999999,55,1,1,1,0,0,True,False,False,0.0,1,0
111,Gloria,0,0.9599999999999999,36,0,1,1,0,1,True,False,False,0.0,1,0
112,Linda,0,0.9889999999999999,27,0,0,1,0,1,True,False,False,0.0,1,0
113,Kelly,0,0.9709999999999999,36,0,1,0,0,0,True,False,False,0.0,1,0
114,Elizabeth,0,0.9919999999999999,57,0,1,1,0,0,True,False,False,0.0,1,0
115,Cindy,0,0.9539999999999998,35,0,1,0,0,1,True,False,False,0.0,1,0
116,Steven,1,0.9529999999999998,61,0,0,1,1,0,True,False,False,0.0,1,0
117,Susan,0,0.9769999999999999,21,0,1,0,0,1,True,False,False,0.0,1,0
118,Lauren,0,0.9609999999999999,26,1,1,1,1,0,True,False,False,0.0,1,0
119,Monica,0,0.9629999999999999,35,1,1,0,1,0,True,False,False,0.0,1,0
120,Laura,0,0.9909999999999999,48,1,1,0,1,1,True,False,False,0.0,1,0
121,Claudia,0,0.9619999999999999,31,1,0,1,1,1,True,False,False,0.0,1,0
122,James,1,0.9899999999999999,42,0,1,0,0,0,True,False,False,0.0,1,0
123,Jason,1,0.9819999999999999,28,0,0,0,0,1,True,False,False,0.0,1,0
124,Barbara,0,0.9649999999999999,56,0,0,0,0,0,True,False,False,0.0,1,0
125,Sandra,0,0.9859999999999999,52,0,1,1,0,1,True,False,False,0.0,1,0
126,Kathy,0,0.9579999999999999,37,0,0,0,0,0,True,False,False,0.0,1,0
127,Oscar,1,0.9549999999999998,60,1,0,0,1,0,True,False,False,0.0,1,0
128,Jesus,1,0.9759999999999999,34,1,1,0,1,0,True,False,False,0.0,1,0
129,Rachel,0,0.9729999999999999,30,1,1,1,0,1,True,False,False,0.0,1,0
130,Karen,0,0.9879999999999999,42,0,0,0,1,0,True,False,False,0.0,1,0
131,Samantha,0,0.9559999999999998,60,0,0,0,1,1,True,False,False,0.0,1,0
132,Michelle,0,0.9959999999999999,47,0,1,1,0,1,True,False,False,0.0,1,0
133,Rosa,0,0.9759999999999999,32,1,0,1,0,0,True,False,False,0.0,1,0
134,Sara,0,0.9679999999999999,43,1,0,0,1,1,True,False,False,0.0,1,0
135,Manuel,1,0.9669999999999999,32,0,1,0,1,1,True,False,False,0.0,1,0
136,Christopher,1,0.9539999999999998,45,0,0,0,1,1,True,False,False,0.0,1,0
137,Sarah,0,0.9939999999999999,38,1,1,1,0,1,True,False,False,0.0,1,0
138,Alex,1,0.9919999999999999,20,0,0,0,0,0,True,False,False,0.0,1,0
139,Matt,1,0.9689999999999999,51,1,0,0,0,0,True,False,False,0.0,1,0
140,Matthew,1,0.9599999999999999,46,1,1,0,1,0,True,False,False,0.0,1,0
141,Brenda,0,0.9689999999999999,59,1,0,1,0,0,True,False,False,0.0,1,0
142,Steve,1,0.9639999999999999,35,1,0,0,1,0,True,False,False,0.0,1,0
143,Kimberly,0,0.9529999999999998,21,1,1,1,1,0,True,False,False,0.0,1,0
144,Melissa,0,0.9849999999999999,42,1,1,0,1,1,True,False,False,0.0,1,0
145,Justin,1,0.9629999999999999,59,1,1,1,1,1,True,False,False,0.0,1,0
146,Ashley,0,0.9899999999999999,37,0,0,1,1,0,True,False,False,0.0,1,0
147,Heather,0,0.9569999999999999,31,1,1,0,0,0,True,False,False,0.0,1,0
148,Mary,0,0.9989999999999999,27,1,0,1,1,0,True,False,False,0.0,1,0
149,Richard,1,0.9729999999999999,39,0,1,1,0,0,True,False,False,0.0,1,0
150,Ana,0,0.9929999999999999,34,0,0,0,1,1,True,False,False,0.0,1,0
151,Antonio,1,0.9659999999999999,39,1,0,0,0,1,True,False,False,0.0,1,0
152,Carlos,1,0.9949999999999999,54,1,1,1,0,0,True,False,False,0.0,1,0
153,Patricia,0,0.9819999999999999,32,0,1,1,0,1,True,False,False,0.0,1,0
154,Victor,1,0.9709999999999999,18,1,0,0,1,0,True,False,False,0.0,1,0
155,William,1,0.9719999999999999,34,1,0,1,1,1,True,False,False,0.0,1,0
156,Kevin,1,0.9869999999999999,35,0,1,0,0,1,True,False,False,0.0,1,0
157,Emily,0,0.9809999999999999,36,0,1,0,0,1,True,False,False,0.0,1,0
158,Paul,1,0.9749999999999999,48,0,1,0,0,1,True,False,False,0.0,1,0
159,Lisa,0,0.9949999999999999,37,1,1,1,0,0,True,False,False,0.0,1,0
160,Jorge,1,0.9839999999999999,30,1,0,0,1,1,True,False,False,0.0,1,0
161,Mario,1,0.9589999999999999,47,0,1,0,0,0,True,False,False,0.0,1,0
162,Carmen,0,0.9779999999999999,44,0,0,0,1,1,True,False,False,0.0,1,0
163,Daniel,1,0.9909999999999999,44,1,1,1,1,0,True,False,False,0.0,1,0
164,Nancy,0,0.9829999999999999,28,1,1,1,1,1,True,False,False,0.0,1,0
165,Javier,1,0.9519999999999998,58,1,0,1,0,0,True,False,False,0.0,1,0
166,Mike,1,0.9889999999999999,40,1,1,0,1,0,True,False,False,0.0,1,0
167,Miguel,1,0.9799999999999999,51,1,0,0,0,0,True,False,False,0.0,1,0
168,Joseph,1,0.9679999999999999,58,1,1,0,0,1,True,False,False,0.0,1,0
169,Jessica,0,0.9969999999999999,23,0,0,0,0,1,True,False,False,0.0,1,0
170,Teresa,0,0.9549999999999998,35,1,1,1,0,1,True,False,False,0.0,1,0
171,Stephanie,0,0.9869999999999999,18,1,1,1,1,1,True,False,False,0.0,1,0
172,Martha,0,0.9719999999999999,29,0,1,0,0,1,True,False,False,0.0,1,0
173,Maria,0,0.9999999999999999,50,1,1,0,0,1,True,False,False,0.0,1,0
174,Brian,1,0.9849999999999999,47,1,0,0,1,0,True,False,False,0.0,1,0
175,Chris,1,0.9929999999999999,60,1,0,0,1,1,True,False,False,0.0,1,0
176,Andrew,1,0.9779999999999999,34,1,0,1,0,1,True,False,False,0.0,1,0
177,John,1,0.9969999999999999,53,0,0,1,0,0,True,False,False,0.0,1,0
178,Sharon,0,0.9519999999999998,52,0,0,1,1,1,True,False,False,0.0,1,0
179,Scott,1,0.9579999999999999,46,1,0,0,1,1,True,False,False,0.0,1,0
180,Christina,0,0.9509999999999998,43,1,0,0,1,0,True,False,False,0.0,1,0
181,Luis,1,0.9939999999999999,23,0,0,1,0,1,True,False,False,0.0,1,0
182,Jeff,1,0.9609999999999999,31,0,1,1,0,1,True,False,False,0.0,1,0
183,Angel,1,0.9739999999999999,19,1,1,0,1,1,True,False,False,0.0,1,0
184,Pedro,1,0.9509999999999998,51,0,1,1,0,0,True,False,False,0.0,1,0
185,Robert,1,0.9879999999999999,63,1,0,1,1,0,True,False,False,0.0,1,0
186,Eric,1,0.9789999999999999,64,1,1,0,0,0,True,False,False,0.0,1,0
187,Angela,0,0.9749999999999999,44,0,1,0,1,0,True,False,False,0.0,1,0
188,Nicole,0,0.9799999999999999,55,1,0,1,1,0,True,False,False,0.0,1,0
189,Katie,0,0.9639999999999999,22,0,1,1,0,0,True,False,False,0.0,1,0
190,Brandon,1,0.9619999999999999,28,0,1,1,1,1,True,False,False,0.0,1,0
191,Joe,1,0.9809999999999999,21,0,1,0,1,0,True,False,False,0.0,1,0
192,Tony,1,0.9649999999999999,19,0,1,1,0,0,True,False,False,0.0,1,0
193,Amy,0,0.9789999999999999,59,1,0,0,1,1,True,False,False,0.0,1,0
194,Anthony,1,0.9829999999999999,22,0,1,0,0,1,True,False,False,0.0,1,0
195,Jennifer,0,0.9979999999999999,44,1,0,0,0,1,True,False,False,0.0,1,0
196,Mark,1,0.9859999999999999,18,1,1,1,0,1,True,False,False,0.0,1,0
197,Ryan,1,0.9769999999999999,42,1,1,1,0,0,True,False,False,0.0,1,0
198,Francisco,1,0.9559999999999998,38,1,1,1,1,1,True,False,False,0.0,1,0
199,Anna,0,0.9699999999999999,25,1,1,1,0,1,True,False,False,0.0,1,0
200,Nick,1,0.9569999999999999,18,0,0,0,1,0,True,False,False,0.0,2,0
201,Jonathan,1,0.9699999999999999,27,1,1,1,0,0,True,False,False,0.0,2,0
202,Michael,1,0.9979999999999999,53,0,1,0,1,1,True,False,False,0.0,2,0
203,Juan,1,0.9959999999999999,27,0,1,1,0,0,True,False,False,0.0,2,0
204,David,1,0.9989999999999999,36,1,1,0,1,0,True,False,False,0.0,2,0
205,Diana,0,0.9739999999999999,56,0,0,1,0,1,True,False,False,0.0,2,0
206,Jose,1,0.9999999999999999,60,1,1,0,1,0,True,False,False,0.0,2,0
207,Veronica,0,0.9589999999999999,26,1,0,0,1,0,True,False,False,0.0,2,0
208,Kim,0,0.9659999999999999,27,0,0,1,0,1,True,False,False,0.0,2,0
209,Julie,0,0.9669999999999999,19,0,1,0,1,1,True,False,False,0.0,2,0
210,Amanda,0,0.9839999999999999,55,1,1,1,0,0,True,False,False,0.0,2,0
211,Gloria,0,0.9599999999999999,36,0,1,1,0,1,True,False,False,0.0,2,0
212,Linda,0,0.9889999999999999,27,0,0,1,0,1,True,False,False,0.0,2,0
213,Kelly,0,0.9709999999999999,36,0,1,0,0,0,True,False,False,0.0,2,0
214,Elizabeth,0,0.9919999999999999,57,0,1,1,0,0,True,False,False,0.0,2,0
215,Cindy,0,0.9539999999999998,35,0,1,0,0,1,True,False,False,0.0,2,0
216,Steven,1,0.9529999999999998,61,0,0,1,1,0,True,False,False,0.0,2,0
217,Susan,0,0.9769999999999999,21,0,1,0,0,1,True,False,False,0.0,2,0
218,Lauren,0,0.9609999999999999,26,1,1,1,1,0,True,False,False,0.0,2,0
219,Monica,0,0.9629999999999999,35,1,1,0,1,0,True,False,False,0.0,2,0
220,Laura,0,0.9909999999999999,48,1,1,0,1,1,True,False,False,0.0,2,0
221,Claudia,0,0.9619999999999999,31,1,0,1,1,1,True,False,False,0.0,2,0
222,James,1,0.9899999999999999,42,0,1,0,0,0,True,False,False,0.0,2,0
223,Jason,1,0.9819999999999999,28,0,0,0,0,1,True,False,False,0.0,2,0
224,Barbara,0,0.9649999999999999,56,0,0,0,0,0,True,False,False,0.0,2,0
225,Sandra,0,0.9859999999999999,52,0,1,1,0,1,True,False,False,0.0,2,0
226,Kathy,0,0.9579999999999999,37,0,0,0,0,0,True,False,False,0.0,2,0
227,Oscar,1,0.9549999999999998,60,1,0,0,1,0,True,False,False,0.0,2,0
228,Jesus,1,0.9759999999999999,34,1,1,0,1,0,True,False,False,0.0,2,0
229,Rachel,0,0.9729999999999999,30,1,1,1,0,1,True,False,False,0.0,2,0
230,Karen,0,0.9879999999999999,42,0,0,0,1,0,True,False,False,0.0,2,0
231,Samantha,0,0.9559999999999998,60,0,0,0,1,1,True,False,False,0.0,2,0
232,Michelle,0,0.9959999999999999,47,0,1,1,0,1,True,False,False,0.0,2,0
233,Rosa,0,0.9759999999999999,32,1,0,1,0,0,True,False,False,0.0,2,0
234,Sara,0,0.9679999999999999,43,1,0,0,1,1,True,False,False,0.0,2,0
235,Manuel,1,0.9669999999999999,32,0,1,0,1,1,True,False,False,0.0,2,0
236,Christopher,1,0.9539999999999998,45,0,0,0,1,1,True,False,False,0.0,2,0
237,Sarah,0,0.9939999999999999,38,1,1,1,0,1,True,False,False,0.0,2,0
238,Alex,1,0.9919999999999999,20,0,0,0,0,0,True,False,False,0.0,2,0
239,Matt,1,0.9689999999999999,51,1,0,0,0,0,True,False,False,0.0,2,0
240,Matthew,1,0.9599999999999999,46,1,1,0,1,0,True,False,False,0.0,2,0
241,Brenda,0,0.9689999999999999,59,1,0,1,0,0,True,False,False,0.0,2,0
242,Steve,1,0.9639999999999999,35,1,0,0,1,0,True,False,False,0.0,2,0
243,Kimberly,0,0.9529999999999998,21,1,1,1,1,0,True,False,False,0.0,2,0
244,Melissa,0,0.9849999999999999,42,1,1,0,1,1,True,False,False,0.0,2,0
245,Justin,1,0.9629999999999999,59,1,1,1,1,1,True,False,False,0.0,2,0
246,Ashley,0,0.9899999999999999,37,0,0,1,1,0,True,False,False,0.0,2,0
247,Heather,0,0.9569999999999999,31,1,1,0,0,0,True,False,False,0.0,2,0
248,Mary,0,0.9989999999999999,27,1,0,1,1,0,True,False,False,0.0,2,0
249,Richard,1,0.9729999999999999,39,0,1,1,0,0,True,False,False,0.0,2,0
250,Ana,0,0.9929999999999999,34,0,0,0,1,1,True,False,False,0.0,2,0
251,Antonio,1,0.9659999999999999,39,1,0,0,0,1,True,False,False,0.0,2,0
252,Carlos,1,0.9949999999999999,54,1,1,1,0,0,True,False,False,0.0,2,0
253,Patricia,0,0.9819999999999999,32,0,1,1,0,1,True,False,False,0.0,2,0
254,Victor,1,0.9709999999999999,18,1,0,0,1,0,True,False,False,0.0,2,0
255,William,1,0.9719999999999999,34,1,0,1,1,1,True,False,False,0.0,2,0
256,Kevin,1,0.9869999999999999,35,0,1,0,0,1,True,False,False,0.0,2,0
257,Emily,0,0.9809999999999999,36,0,1,0,0,1,True,False,False,0.0,2,0
258,Paul,1,0.9749999999999999,48,0,1,0,0,1,True,False,False,0.0,2,0
259,Lisa,0,0.9949999999999999,37,1,1,1,0,0,True,False,False,0.0,2,0
260,Jorge,1,0.9839999999999999,30,1,0,0,1,1,True,False,False,0.0,2,0
261,Mario,1,0.9589999999999999,47,0,1,0,0,0,True,False,False,0.0,2,0
262,Carmen,0,0.9779999999999999,44,0,0,0,1,1,True,False,False,0.0,2,0
263,Daniel,1,0.9909999999999999,44,1,1,1,1,0,True,False,False,0.0,2,0
264,Nancy,0,0.9829999999999999,28,1,1,1,1,1,True,False,False,0.0,2,0
265,Javier,1,0.9519999999999998,58,1,0,1,0,0,True,False,False,0.0,2,0
266,Mike,1,0.9889999999999999,40,1,1,0,1,0,True,False,False,0.0,2,0
267,Miguel,1,0.9799999999999999,51,1,0,0,0,0,True,False,False,0.0,2,0
268,Joseph,1,0.9679999999999999,58,1,1,0,0,1,True,False,False,0.0,2,0
269,Jessica,0,0.9969999999999999,23,0,0,0,0,1,True,False,False,0.0,2,0
270,Teresa,0,0.9549999999999998,35,1,1,1,0,1,True,False,False,0.0,2,0
271,Stephanie,0,0.9869999999999999,18,1,1,1,1,1,True,False,False,0.0,2,0
272,Martha,0,0.9719999999999999,29,0,1,0,0,1,True,False,False,0.0,2,0
273,Maria,0,0.9999999999999999,50,1,1,0,0,1,True,False,False,0.0,2,0
274,Brian,1,0.9849999999999999,47,1,0,0,1,0,True,False,False,0.0,2,0
275,Chris,1,0.9929999999999999,60,1,0,0,1,1,True,False,False,0.0,2,0
276,Andrew,1,0.9779999999999999,34,1,0,1,0,1,True,False,False,0.0,2,0
277,John,1,0.9969999999999999,53,0,0,1,0,0,True,False,False,0.0,2,0
278,Sharon,0,0.9519999999999998,52,0,0,1,1,1,True,False,False,0.0,2,0
279,Scott,1,0.9579999999999999,46,1,0,0,1,1,True,False,False,0.0,2,0
280,Christina,0,0.9509999999999998,43,1,0,0,1,0,True,False,False,0.0,2,0
281,Luis,1,0.9939999999999999,23,0,0,1,0,1,True,False,False,0.0,2,0
282,Jeff,1,0.9609999999999999,31,0,1,1,0,1,True,False,False,0.0,2,0
283,Angel,1,0.9739999999999999,19,1,1,0,1,1,True,False,False,0.0,2,0
284,Pedro,1,0.9509999999999998,51,0,1,1,0,0,True,False,False,0.0,2,0
285,Robert,1,0.9879999999999999,63,1,0,1,1,0,True,False,False,0.0,2,0
286,Eric,1,0.9789999999999999,64,1,1,0,0,0,True,False,False,0.0,2,0
287,Angela,0,0.9749999999999999,44,0,1,0,1,0,True,False,False,0.0,2,0
288,Nicole,0,0.9799999999999999,55,1,0,1,1,0,True,False,False,0.0,2,0
289,Katie,0,0.9639999999999999,22,0,1,1,0,0,True,False,False,0.0,2,0
290,Brandon,1,0.9619999999999999,28,0,1,1,1,1,True,False,False,0.0,2,0
291,Joe,1,0.9809999999999999,21,0,1,0,1,0,True,False,False,0.0,2,0
292,Tony,1,0.9649999999999999,19,0,1,1,0,0,True,False,False,0.0,2,0
293,Amy,0,0.9789999999999999,59,1,0,0,1,1,True,False,False,0.0,2,0
294,Anthony,1,0.9829999999999999,22,0,1,0,0,1,True,False,False,0.0,2,0
295,Jennifer,0,0.9979999999999999,44,1,0,0,0,1,True,False,False,0.0,2,0
296,Mark,1,0.9859999999999999,18,1,1,1,0,1,True,False,False,0.0,2,0
297,Ryan,1,0.9769999999999999,42,1,1,1,0,0,True,False,False,0.0,2,0
298,Francisco,1,0.9559999999999998,38,1,1,1,1,1,False,False,True,0.0,2,0
299,Anna,0,0.9699999999999999,25,1,1,1,0,1,False,False,True,0.0,2,0
300,Nick,1,0.9569999999999999,18,0,0,0,1,0,True,False,False,0.02,3,0
301,Jonathan,1,0.9699999999999999,27,1,1,1,0,0,True,False,False,0.02,3,1
302,Michael,1,0.9979999999999999,53,0,1,0,1,1,True,False,False,0.02,3,0
303,Juan,1,0.9959999999999999,27,0,1,1,0,0,True,False,False,0.02,3,0
304,David,1,0.9989999999999999,36,1,1,0,1,0,True,False,False,0.02,3,1
305,Diana,0,0.9739999999999999,56,0,0,1,0,1,True,False,False,0.02,3,1
306,Jose,1,0.9999999999999999,60,1,1,0,1,0,True,False,False,0.02,3,1
307,Veronica,0,0.9589999999999999,26,1,0,0,1,0,True,False,False,0.02,3,1
308,Kim,0,0.9659999999999999,27,0,0,1,0,1,True,False,False,0.02,3,0
309,Julie,0,0.9669999999999999,19,0,1,0,1,1,True,False,False,0.02,3,1
310,Amanda,0,0.9839999999999999,55,1,1,1,0,0,True,False,False,0.02,3,1
311,Gloria,0,0.9599999999999999,36,0,1,1,0,1,True,False,False,0.02,3,0
312,Linda,0,0.9889999999999999,27,0,0,1,0,1,True,False,False,0.02,3,0
313,Kelly,0,0.9709999999999999,36,0,1,0,0,0,True,False,False,0.02,3,1
314,Elizabeth,0,0.9919999999999999,57,0,1,1,0,0,True,False,False,0.02,3,1
315,Cindy,0,0.9539999999999998,35,0,1,0,0,1,True,False,False,0.02,3,1
316,Steven,1,0.9529999999999998,61,0,0,1,1,0,True,False,False,0.02,3,1
