,name,gender,Name Rank,age,agreeableness_score,conscientiousness_score,surgency_score,emotional_stability_score,intellect_score,Condition_feels normal,Condition_has a fever and a cough,Condition_has a light cough,Daily New Cases Day 4,Time Step,Response
200,Barbara,0,0.9649999999999999,60,1,1,0,1,0,True,False,False,0.0,2,0
201,Joe,1,0.9809999999999999,33,0,1,0,0,1,True,False,False,0.0,2,0
202,Luis,1,0.9939999999999999,25,0,0,1,0,0,True,False,False,0.0,2,0
203,Kim,0,0.9659999999999999,19,1,1,0,0,0,True,False,False,0.0,2,0
204,Matt,1,0.9689999999999999,55,1,1,1,0,0,True,False,False,0.0,2,0
205,Justin,1,0.9629999999999999,54,1,1,0,1,0,True,False,False,0.0,2,0
206,Gloria,0,0.9599999999999999,56,1,1,0,0,1,True,False,False,0.0,2,0
207,Carlos,1,0.9949999999999999,58,0,1,0,1,1,True,False,False,0.0,2,0
208,Christopher,1,0.9539999999999998,29,0,1,1,0,0,True,False,False,0.0,2,0
209,Angela,0,0.9749999999999999,58,0,1,0,0,0,True,False,False,0.0,2,0
210,Nick,1,0.9569999999999999,22,1,1,1,1,1,True,False,False,0.0,2,0
211,Jessica,0,0.9969999999999999,62,0,1,1,0,1,True,False,False,0.0,2,0
212,Michelle,0,0.9959999999999999,43,1,1,0,0,1,True,False,False,0.0,2,0
213,Elizabeth,0,0.9919999999999999,39,0,1,1,0,1,True,False,False,0.0,2,0
214,Julie,0,0.9669999999999999,25,1,0,1,1,0,True,False,False,0.0,2,0
215,Samantha,0,0.9559999999999998,53,1,1,1,1,1,True,False,False,0.0,2,0
216,Javier,1,0.9519999999999998,32,1,1,0,0,0,True,False,False,0.0,2,0
217,Michael,1,0.9979999999999999,54,1,0,1,1,1,True,False,False,0.0,2,0
218,Anthony,1,0.9829999999999999,27,0,0,0,0,0,True,False,False,0.0,2,0
219,Martha,0,0.9719999999999999,43,1,0,1,0,0,True,False,False,0.0,2,0
220,Pedro,1,0.9509999999999998,22,0,1,1,1,1,True,False,False,0.0,2,0
221,Daniel,1,0.9909999999999999,53,0,1,1,1,0,True,False,False,0.0,2,0
222,Jorge,1,0.9839999999999999,54,1,0,1,0,1,True,False,False,0.0,2,0
223,Christina,0,0.9509999999999998,27,0,0,1,0,1,True,False,False,0.0,2,0
224,Sharon,0,0.9519999999999998,64,1,0,1,0,0,True,False,False,0.0,2,0
225,Robert,1,0.9879999999999999,48,0,1,0,1,0,True,False,False,0.0,2,0
226,Steven,1,0.9529999999999998,31,1,1,0,1,0,True,False,False,0.0,2,0
227,Anna,0,0.9699999999999999,51,1,1,1,1,1,True,False,False,0.0,2,0
228,Nicole,0,0.9799999999999999,56,0,1,0,0,0,True,False,False,0.0,2,0
229,Rosa,0,0.9759999999999999,18,1,0,1,1,1,True,False,False,0.0,2,0
230,Mary,0,0.9989999999999999,30,1,1,0,0,0,True,False,False,0.0,2,0
231,Ashley,0,0.9899999999999999,32,1,1,1,1,0,True,False,False,0.0,2,0
232,Steve,1,0.9639999999999999,41,1,1,1,0,0,True,False,False,0.0,2,0
233,Nancy,0,0.9829999999999999,50,1,0,1,0,1,True,False,False,0.0,2,0
234,Jason,1,0.9819999999999999,44,1,0,0,0,0,True,False,False,0.0,2,0
235,Ana,0,0.9929999999999999,58,0,1,0,0,1,True,False,False,0.0,2,0
236,Kimberly,0,0.9529999999999998,34,1,1,1,0,0,True,False,False,0.0,2,0
237,Claudia,0,0.9619999999999999,57,1,0,1,0,0,True,False,False,0.0,2,0
238,Katie,0,0.9639999999999999,43,0,0,0,1,0,True,False,False,0.0,2,0
239,Rachel,0,0.9729999999999999,46,0,1,0,0,1,True,False,False,0.0,2,0
240,Mark,1,0.9859999999999999,26,0,1,0,0,1,True,False,False,0.0,2,0
241,Richard,1,0.9729999999999999,30,0,1,1,0,0,True,False,False,0.0,2,0
242,Manuel,1,0.9669999999999999,38,0,0,0,1,0,True,False,False,0.0,2,0
243,Lisa,0,0.9949999999999999,25,1,0,0,0,1,True,False,False,0.0,2,0
244,William,1,0.9719999999999999,49,1,0,1,1,0,True,False,False,0.0,2,0
245,Linda,0,0.9889999999999999,57,0,1,0,1,1,True,False,False,0.0,2,0
246,Jennifer,0,0.9979999999999999,56,1,0,1,0,0,True,False,False,0.0,2,0
247,Brian,1,0.9849999999999999,64,1,1,1,1,1,True,False,False,0.0,2,0
248,Jonathan,1,0.9699999999999999,58,0,0,1,1,0,True,False,False,0.0,2,0
249,Juan,1,0.9959999999999999,58,1,0,1,0,1,True,False,False,0.0,2,0
250,Sarah,0,0.9939999999999999,64,0,1,0,0,1,True,False,False,0.0,2,0
251,Eric,1,0.9789999999999999,24,1,0,0,1,1,True,False,False,0.0,2,0
252,Victor,1,0.9709999999999999,26,0,1,0,1,1,True,False,False,0.0,2,0
253,Oscar,1,0.9549999999999998,51,1,1,0,1,0,True,False,False,0.0,2,0
254,Alex,1,0.9919999999999999,40,0,1,1,1,0,True,False,False,0.0,2,0
255,Mario,1,0.9589999999999999,43,1,1,1,0,0,True,False,False,0.0,2,0
256,Maria,0,0.9999999999999999,46,1,1,0,0,0,True,False,False,0.0,2,0
257,David,1,0.9989999999999999,28,0,1,0,0,1,True,False,False,0.0,2,0
258,Diana,0,0.9739999999999999,64,1,1,1,1,1,True,False,False,0.0,2,0
259,James,1,0.9899999999999999,33,0,1,1,0,0,True,False,False,0.0,2,0
260,Kelly,0,0.9709999999999999,61,1,0,1,0,1,True,False,False,0.0,2,0
261,Susan,0,0.9769999999999999,64,0,1,1,1,1,True,False,False,0.0,2,0
262,Tony,1,0.9649999999999999,27,0,0,0,1,0,True,False,False,0.0,2,0
263,Chris,1,0.9929999999999999,39,1,0,0,1,0,True,False,False,0.0,2,0
264,Miguel,1,0.9799999999999999,18,1,0,0,1,0,True,False,False,0.0,2,0
265,Jeff,1,0.9609999999999999,58,0,1,1,1,0,True,False,False,0.0,2,0
266,Carmen,0,0.9779999999999999,39,0,1,1,1,0,True,False,False,0.0,2,0
267,John,1,0.9969999999999999,32,0,0,1,1,1,True,False,False,0.0,2,0
268,Ryan,1,0.9769999999999999,64,1,1,0,1,0,True,False,False,0.0,2,0
269,Heather,0,0.9569999999999999,28,0,1,0,0,0,True,False,False,0.0,2,0
270,Brandon,1,0.9619999999999999,25,1,1,1,0,0,True,False,False,0.0,2,0
271,Mike,1,0.9889999999999999,25,0,1,1,0,1,True,False,False,0.0,2,0
272,Brenda,0,0.9689999999999999,44,0,0,1,1,1,True,False,False,0.0,2,0
273,Melissa,0,0.9849999999999999,62,0,1,0,1,0,True,False,False,0.0,2,0
274,Joseph,1,0.9679999999999999,29,1,1,1,1,1,True,False,False,0.0,2,0
275,Emily,0,0.9809999999999999,18,1,1,0,0,1,True,False,False,0.0,2,0
276,Teresa,0,0.9549999999999998,43,1,0,0,0,1,True,False,False,0.0,2,0
277,Paul,1,0.9749999999999999,34,1,0,0,0,1,True,False,False,0.0,2,0
278,Lauren,0,0.9609999999999999,43,1,1,1,1,1,True,False,False,0.0,2,0
279,Laura,0,0.9909999999999999,33,1,1,0,1,0,True,False,False,0.0,2,0
280,Amy,0,0.9789999999999999,19,0,1,1,0,0,True,False,False,0.0,2,0
281,Angel,1,0.9739999999999999,23,0,1,1,1,0,True,False,False,0.0,2,0
282,Scott,1,0.9579999999999999,54,1,1,0,1,1,True,False,False,0.0,2,0
283,Jesus,1,0.9759999999999999,60,0,1,1,1,1,True,False,False,0.0,2,0
284,Antonio,1,0.9659999999999999,27,1,0,0,1,0,True,False,False,0.0,2,0
285,Patricia,0,0.9819999999999999,64,0,1,1,1,1,True,False,False,0.0,2,0
286,Kathy,0,0.9579999999999999,26,1,0,1,0,0,True,False,False,0.0,2,0
287,Veronica,0,0.9589999999999999,21,1,0,0,0,1,True,False,False,0.0,2,0
288,Monica,0,0.9629999999999999,31,1,0,0,0,0,True,False,False,0.0,2,0
289,Sandra,0,0.9859999999999999,29,1,0,0,1,1,True,False,False,0.0,2,0
290,Jose,1,0.9999999999999999,43,1,0,1,1,1,True,False,False,0.0,2,0
291,Cindy,0,0.9539999999999998,28,0,0,1,1,1,True,False,False,0.0,2,0
292,Andrew,1,0.9779999999999999,18,0,1,0,0,1,True,False,False,0.0,2,0
293,Sara,0,0.9679999999999999,29,0,0,1,1,1,True,False,False,0.0,2,0
294,Amanda,0,0.9839999999999999,46,1,1,1,1,0,True,False,False,0.0,2,0
295,Stephanie,0,0.9869999999999999,41,1,0,1,1,1,True,False,False,0.0,2,0
296,Karen,0,0.9879999999999999,33,1,0,1,1,0,True,False,False,0.0,2,0
297,Kevin,1,0.9869999999999999,36,0,1,0,0,1,True,False,False,0.0,2,0
298,Francisco,1,0.9559999999999998,18,0,0,1,0,0,False,False,True,0.0,2,0
299,Matthew,1,0.9599999999999999,47,1,1,0,0,0,False,False,True,0.0,2,0
300,Barbara,0,0.9649999999999999,60,1,1,0,1,0,True,False,False,0.02,3,1
301,Joe,1,0.9809999999999999,33,0,1,0,0,1,True,False,False,0.02,3,1
302,Luis,1,0.9939999999999999,25,0,0,1,0,0,True,False,False,0.02,3,1
303,Kim,0,0.9659999999999999,19,1,1,0,0,0,True,False,False,0.02,3,0
304,Matt,1,0.9689999999999999,55,1,1,1,0,0,True,False,False,0.02,3,1
305,Justin,1,0.9629999999999999,54,1,1,0,1,0,True,False,False,0.02,3,1
306,Gloria,0,0.9599999999999999,56,1,1,0,0,1,True,False,False,0.02,3,0
307,Carlos,1,0.9949999999999999,58,0,1,0,1,1,True,False,False,0.02,3,0
308,Christopher,1,0.9539999999999998,29,0,1,1,0,0,False,False,True,0.02,3,1
309,Angela,0,0.9749999999999999,58,0,1,0,0,0,True,False,False,0.02,3,1
310,Nick,1,0.9569999999999999,22,1,1,1,1,1,True,False,False,0.02,3,0
311,Jessica,0,0.9969999999999999,62,0,1,1,0,1,True,False,False,0.02,3,1
312,Michelle,0,0.9959999999999999,43,1,1,0,0,1,True,False,False,0.02,3,1
313,Elizabeth,0,0.9919999999999999,39,0,1,1,0,1,True,False,False,0.02,3,0
314,Julie,0,0.9669999999999999,25,1,0,1,1,0,True,False,False,0.02,3,1
315,Samantha,0,0.9559999999999998,53,1,1,1,1,1,True,False,False,0.02,3,0
316,Javier,1,0.9519999999999998,32,1,1,0,0,0,True,False,False,0.02,3,1
