,name,gender,Name Rank,age,agreeableness_score,conscientiousness_score,surgency_score,emotional_stability_score,intellect_score,Condition_feels normal,Condition_has a fever and a cough,Condition_has a light cough,Daily New Cases Day 4,Time Step,Response
49,Kevin,1,0.9869999999999999,20,0,0,1,0,1,True,False,False,0.0,0,0
50,Chris,1,0.9929999999999999,31,0,0,1,1,0,True,False,False,0.0,0,0
51,Alex,1,0.9919999999999999,42,0,1,1,1,1,True,False,False,0.0,0,0
52,Laura,0,0.9909999999999999,38,1,0,1,0,0,True,False,False,0.0,0,0
53,Kelly,0,0.9709999999999999,42,1,0,1,1,0,True,False,False,0.0,0,0
54,Nancy,0,0.9829999999999999,48,0,0,0,1,1,True,False,False,0.0,0,0
55,Michelle,0,0.9959999999999999,24,0,0,0,0,1,True,False,False,0.0,0,0
56,Scott,1,0.9579999999999999,44,1,0,0,1,1,True,False,False,0.0,0,0
57,Brian,1,0.9849999999999999,54,1,1,0,0,1,True,False,False,0.0,0,0
58,Jeff,1,0.9609999999999999,61,1,1,1,1,1,True,False,False,0.0,0,0
59,Ryan,1,0.9769999999999999,37,1,1,1,0,1,True,False,False,0.0,0,0
60,Miguel,1,0.9799999999999999,60,1,1,0,1,0,True,False,False,0.0,0,0
61,Maria,0,0.9999999999999999,47,1,0,0,1,0,True,False,False,0.0,0,0
62,Carlos,1,0.9949999999999999,49,1,0,0,1,0,True,False,False,0.0,0,0
63,Christopher,1,0.9539999999999998,50,0,0,1,0,0,True,False,False,0.0,0,0
64,Jennifer,0,0.9979999999999999,41,1,1,0,0,1,True,False,False,0.0,0,0
65,Susan,0,0.9769999999999999,61,0,0,1,1,0,True,False,False,0.0,0,0
66,Victor,1,0.9709999999999999,53,0,0,0,0,1,True,False,False,0.0,0,0
67,Nick,1,0.9569999999999999,30,1,1,0,1,0,True,False,False,0.0,0,0
68,Joe,1,0.9809999999999999,34,1,1,0,1,0,True,False,False,0.0,0,0
69,Veronica,0,0.9589999999999999,49,0,0,0,0,1,True,False,False,0.0,0,0
70,Karen,0,0.9879999999999999,47,0,0,0,1,1,True,False,False,0.0,0,0
71,Mary,0,0.9989999999999999,57,0,1,1,0,1,True,False,False,0.0,0,0
72,Manuel,1,0.9669999999999999,22,0,0,1,0,1,True,False,False,0.0,0,0
73,Eric,1,0.9789999999999999,19,0,0,1,0,1,True,False,False,0.0,0,0
74,Lisa,0,0.9949999999999999,44,1,1,1,1,0,True,False,False,0.0,0,0
75,Kim,0,0.9659999999999999,34,0,1,1,1,1,True,False,False,0.0,0,0
76,Brenda,0,0.9689999999999999,45,0,0,1,0,0,True,False,False,0.0,0,0
77,Amy,0,0.9789999999999999,27,0,1,1,1,0,True,False,False,0.0,0,0
78,Richard,1,0.9729999999999999,63,0,0,0,0,1,True,False,False,0.0,0,0
79,Julie,0,0.9669999999999999,62,1,0,0,0,0,True,False,False,0.0,0,0
80,Patricia,0,0.9819999999999999,50,1,1,1,1,0,True,False,False,0.0,0,0
81,Justin,1,0.9629999999999999,64,1,0,0,0,0,True,False,False,0.0,0,0
82,Katie,0,0.9639999999999999,34,0,0,1,1,1,True,False,False,0.0,0,0
83,William,1,0.9719999999999999,49,1,1,0,1,1,True,False,False,0.0,0,0
84,Rachel,0,0.9729999999999999,38,0,0,1,0,1,True,False,False,0.0,0,0
85,Kimberly,0,0.9529999999999998,42,0,0,1,1,1,True,False,False,0.0,0,0
86,Anna,0,0.9699999999999999,52,1,1,1,0,1,True,False,False,0.0,0,0
87,Barbara,0,0.9649999999999999,24,0,1,1,1,0,True,False,False,0.0,0,0
88,Joseph,1,0.9679999999999999,21,0,0,1,1,1,True,False,False,0.0,0,0
89,Mario,1,0.9589999999999999,37,0,1,0,1,1,True,False,False,0.0,0,0
90,Sandra,0,0.9859999999999999,48,0,1,0,0,0,True,False,False,0.0,0,0
91,Jason,1,0.9819999999999999,28,1,0,0,0,1,True,False,False,0.0,0,0
92,Carmen,0,0.9779999999999999,33,0,0,1,1,0,True,False,False,0.0,0,0
93,Sara,0,0.9679999999999999,62,1,1,1,0,0,True,False,False,0.0,0,0
94,Rosa,0,0.9759999999999999,58,0,0,1,0,0,True,False,False,0.0,0,0
95,Daniel,1,0.9909999999999999,39,1,0,0,0,1,True,False,False,0.0,0,0
96,Lauren,0,0.9609999999999999,51,1,0,0,0,0,True,False,False,0.0,0,0
97,Nicole,0,0.9799999999999999,35,1,1,1,1,0,True,False,False,0.0,0,0
98,Amanda,0,0.9839999999999999,37,1,0,1,1,0,True,False,False,0.0,0,0
99,David,1,0.9989999999999999,23,0,1,1,0,1,True,False,False,0.0,0,0
100,Elizabeth,0,0.9919999999999999,63,1,1,1,0,0,True,False,False,0.0,1,0
101,Gloria,0,0.9599999999999999,50,1,0,0,1,1,True,False,False,0.0,1,0
102,Samantha,0,0.9559999999999998,45,1,1,0,0,0,True,False,False,0.0,1,0
103,Ana,0,0.9929999999999999,56,1,0,1,1,1,True,False,False,0.0,1,0
104,Steve,1,0.9639999999999999,22,0,0,1,1,1,True,False,False,0.0,1,0
105,Melissa,0,0.9849999999999999,48,0,1,0,1,1,True,False,False,0.0,1,0
106,Robert,1,0.9879999999999999,56,1,1,0,1,0,True,False,False,0.0,1,0
107,Angel,1,0.9739999999999999,33,0,1,1,0,0,True,False,False,0.0,1,0
108,Jessica,0,0.9969999999999999,40,0,0,0,0,1,True,False,False,0.0,1,0
109,Michael,1,0.9979999999999999,40,0,0,1,1,0,True,False,False,0.0,1,0
110,John,1,0.9969999999999999,22,1,1,1,0,1,True,False,False,0.0,1,0
111,Cindy,0,0.9539999999999998,60,0,1,1,1,1,True,False,False,0.0,1,0
112,Paul,1,0.9749999999999999,49,0,0,0,0,1,True,False,False,0.0,1,0
113,Linda,0,0.9889999999999999,57,0,0,1,1,0,True,False,False,0.0,1,0
114,Jonathan,1,0.9699999999999999,26,1,1,0,0,0,True,False,False,0.0,1,0
115,Francisco,1,0.9559999999999998,52,1,0,1,1,1,True,False,False,0.0,1,0
116,Martha,0,0.9719999999999999,41,1,0,0,0,1,True,False,False,0.0,1,0
117,Tony,1,0.9649999999999999,51,0,0,0,1,1,True,False,False,0.0,1,0
118,Jose,1,0.9999999999999999,59,0,1,0,1,1,True,False,False,0.0,1,0
119,Jesus,1,0.9759999999999999,58,1,0,0,1,0,True,False,False,0.0,1,0
120,Angela,0,0.9749999999999999,42,1,0,0,1,0,True,False,False,0.0,1,0
121,Brandon,1,0.9619999999999999,52,1,1,0,0,0,True,False,False,0.0,1,0
122,Claudia,0,0.9619999999999999,24,1,0,1,1,0,True,False,False,0.0,1,0
123,Mike,1,0.9889999999999999,57,1,0,1,1,1,True,False,False,0.0,1,0
124,Diana,0,0.9739999999999999,24,1,1,1,0,1,True,False,False,0.0,1,0
125,Steven,1,0.9529999999999998,46,1,0,1,1,0,True,False,False,0.0,1,0
126,Kathy,0,0.9579999999999999,24,0,1,1,1,0,True,False,False,0.0,1,0
127,Ashley,0,0.9899999999999999,44,1,0,1,1,1,True,False,False,0.0,1,0
128,Andrew,1,0.9779999999999999,40,1,0,0,0,1,True,False,False,0.0,1,0
129,Juan,1,0.9959999999999999,54,0,0,0,0,1,True,False,False,0.0,1,0
130,Christina,0,0.9509999999999998,30,1,1,0,1,0,True,False,False,0.0,1,0
131,Anthony,1,0.9829999999999999,55,0,0,0,1,0,True,False,False,0.0,1,0
132,James,1,0.9899999999999999,22,1,1,0,0,0,True,False,False,0.0,1,0
133,Pedro,1,0.9509999999999998,36,1,0,1,1,0,True,False,False,0.0,1,0
134,Stephanie,0,0.9869999999999999,29,1,1,0,0,1,True,False,False,0.0,1,0
135,Javier,1,0.9519999999999998,30,0,1,0,1,1,True,False,False,0.0,1,0
136,Teresa,0,0.9549999999999998,52,0,1,1,1,1,True,False,False,0.0,1,0
137,Emily,0,0.9809999999999999,26,0,0,0,0,1,True,False,False,0.0,1,0
138,Luis,1,0.9939999999999999,64,0,0,0,1,1,True,False,False,0.0,1,0
139,Antonio,1,0.9659999999999999,29,1,0,0,1,0,True,False,False,0.0,1,0
140,Sharon,0,0.9519999999999998,31,0,0,1,1,0,True,False,False,0.0,1,0
141,Monica,0,0.9629999999999999,64,1,1,1,1,1,True,False,False,0.0,1,0
142,Matt,1,0.9689999999999999,23,0,0,0,0,1,True,False,False,0.0,1,0
143,Oscar,1,0.9549999999999998,45,0,1,0,0,1,True,False,False,0.0,1,0
144,Jorge,1,0.9839999999999999,52,1,1,0,0,0,True,False,False,0.0,1,0
145,Heather,0,0.9569999999999999,18,1,0,0,0,0,True,False,False,0.0,1,0
146,Matthew,1,0.9599999999999999,40,0,0,1,0,0,True,False,False,0.0,1,0
147,Mark,1,0.9859999999999999,31,0,0,1,0,0,True,False,False,0.0,1,0
148,Sarah,0,0.9939999999999999,54,0,0,0,1,1,True,False,False,0.0,1,0
149,Kevin,1,0.9869999999999999,20,0,0,1,0,1,True,False,False,0.0,1,0
150,Chris,1,0.9929999999999999,31,0,0,1,1,0,True,False,False,0.0,1,0
151,Alex,1,0.9919999999999999,42,0,1,1,1,1,True,False,False,0.0,1,0
152,Laura,0,0.9909999999999999,38,1,0,1,0,0,True,False,False,0.0,1,0
153,Kelly,0,0.9709999999999999,42,1,0,1,1,0,True,False,False,0.0,1,0
154,Nancy,0,0.9829999999999999,48,0,0,0,1,1,True,False,False,0.0,1,0
155,Michelle,0,0.9959999999999999,24,0,0,0,0,1,True,False,False,0.0,1,0
156,Scott,1,0.9579999999999999,44,1,0,0,1,1,True,False,False,0.0,1,0
157,Brian,1,0.9849999999999999,54,1,1,0,0,1,True,False,False,0.0,1,0
158,Jeff,1,0.9609999999999999,61,1,1,1,1,1,True,False,False,0.0,1,0
159,Ryan,1,0.9769999999999999,37,1,1,1,0,1,True,False,False,0.0,1,0
160,Miguel,1,0.9799999999999999,60,1,1,0,1,0,True,False,False,0.0,1,0
161,Maria,0,0.9999999999999999,47,1,0,0,1,0,True,False,False,0.0,1,0
162,Carlos,1,0.9949999999999999,49,1,0,0,1,0,True,False,False,0.0,1,0
163,Christopher,1,0.9539999999999998,50,0,0,1,0,0,True,False,False,0.0,1,0
164,Jennifer,0,0.9979999999999999,41,1,1,0,0,1,True,False,False,0.0,1,0
165,Susan,0,0.9769999999999999,61,0,0,1,1,0,True,False,False,0.0,1,0
166,Victor,1,0.9709999999999999,53,0,0,0,0,1,True,False,False,0.0,1,0
167,Nick,1,0.9569999999999999,30,1,1,0,1,0,True,False,False,0.0,1,0
168,Joe,1,0.9809999999999999,34,1,1,0,1,0,True,False,False,0.0,1,0
169,Veronica,0,0.9589999999999999,49,0,0,0,0,1,True,False,False,0.0,1,0
170,Karen,0,0.9879999999999999,47,0,0,0,1,1,True,False,False,0.0,1,0
171,Mary,0,0.9989999999999999,57,0,1,1,0,1,True,False,False,0.0,1,0
172,Manuel,1,0.9669999999999999,22,0,0,1,0,1,True,False,False,0.0,1,0
173,Eric,1,0.9789999999999999,19,0,0,1,0,1,True,False,False,0.0,1,0
174,Lisa,0,0.9949999999999999,44,1,1,1,1,0,True,False,False,0.0,1,0
175,Kim,0,0.9659999999999999,34,0,1,1,1,1,True,False,False,0.0,1,0
176,Brenda,0,0.9689999999999999,45,0,0,1,0,0,True,False,False,0.0,1,0
177,Amy,0,0.9789999999999999,27,0,1,1,1,0,True,False,False,0.0,1,0
178,Richard,1,0.9729999999999999,63,0,0,0,0,1,True,False,False,0.0,1,0
179,Julie,0,0.9669999999999999,62,1,0,0,0,0,True,False,False,0.0,1,0
180,Patricia,0,0.9819999999999999,50,1,1,1,1,0,True,False,False,0.0,1,0
181,Justin,1,0.9629999999999999,64,1,0,0,0,0,True,False,False,0.0,1,0
182,Katie,0,0.9639999999999999,34,0,0,1,1,1,True,False,False,0.0,1,0
183,William,1,0.9719999999999999,49,1,1,0,1,1,True,False,False,0.0,1,0
184,Rachel,0,0.9729999999999999,38,0,0,1,0,1,True,False,False,0.0,1,0
185,Kimberly,0,0.9529999999999998,42,0,0,1,1,1,True,False,False,0.0,1,0
186,Anna,0,0.9699999999999999,52,1,1,1,0,1,True,False,False,0.0,1,0
187,Barbara,0,0.9649999999999999,24,0,1,1,1,0,True,False,False,0.0,1,0
188,Joseph,1,0.9679999999999999,21,0,0,1,1,1,True,False,False,0.0,1,0
189,Mario,1,0.9589999999999999,37,0,1,0,1,1,True,False,False,0.0,1,0
190,Sandra,0,0.9859999999999999,48,0,1,0,0,0,True,False,False,0.0,1,0
191,Jason,1,0.9819999999999999,28,1,0,0,0,1,True,False,False,0.0,1,0
192,Carmen,0,0.9779999999999999,33,0,0,1,1,0,True,False,False,0.0,1,0
193,Sara,0,0.9679999999999999,62,1,1,1,0,0,True,False,False,0.0,1,0
194,Rosa,0,0.9759999999999999,58,0,0,1,0,0,True,False,False,0.0,1,0
195,Daniel,1,0.9909999999999999,39,1,0,0,0,1,True,False,False,0.0,1,0
196,Lauren,0,0.9609999999999999,51,1,0,0,0,0,True,False,False,0.0,1,0
197,Nicole,0,0.9799999999999999,35,1,1,1,1,0,True,False,False,0.0,1,0
198,Amanda,0,0.9839999999999999,37,1,0,1,1,0,True,False,False,0.0,1,0
199,David,1,0.9989999999999999,23,0,1,1,0,1,True,False,False,0.0,1,0
200,Elizabeth,0,0.9919999999999999,63,1,1,1,0,0,True,False,False,0.0,2,0
201,Gloria,0,0.9599999999999999,50,1,0,0,1,1,True,False,False,0.0,2,0
202,Samantha,0,0.9559999999999998,45,1,1,0,0,0,True,False,False,0.0,2,0
203,Ana,0,0.9929999999999999,56,1,0,1,1,1,True,False,False,0.0,2,0
204,Steve,1,0.9639999999999999,22,0,0,1,1,1,True,False,False,0.0,2,0
205,Melissa,0,0.9849999999999999,48,0,1,0,1,1,True,False,False,0.0,2,0
206,Robert,1,0.9879999999999999,56,1,1,0,1,0,True,False,False,0.0,2,0
207,Angel,1,0.9739999999999999,33,0,1,1,0,0,True,False,False,0.0,2,0
208,Jessica,0,0.9969999999999999,40,0,0,0,0,1,True,False,False,0.0,2,0
209,Michael,1,0.9979999999999999,40,0,0,1,1,0,True,False,False,0.0,2,0
210,John,1,0.9969999999999999,22,1,1,1,0,1,True,False,False,0.0,2,0
211,Cindy,0,0.9539999999999998,60,0,1,1,1,1,True,False,False,0.0,2,0
212,Paul,1,0.9749999999999999,49,0,0,0,0,1,True,False,False,0.0,2,0
213,Linda,0,0.9889999999999999,57,0,0,1,1,0,True,False,False,0.0,2,0
214,Jonathan,1,0.9699999999999999,26,1,1,0,0,0,True,False,False,0.0,2,0
215,Francisco,1,0.9559999999999998,52,1,0,1,1,1,True,False,False,0.0,2,0
216,Martha,0,0.9719999999999999,41,1,0,0,0,1,True,False,False,0.0,2,0
217,Tony,1,0.9649999999999999,51,0,0,0,1,1,True,False,False,0.0,2,0
218,Jose,1,0.9999999999999999,59,0,1,0,1,1,True,False,False,0.0,2,0
219,Jesus,1,0.9759999999999999,58,1,0,0,1,0,True,False,False,0.0,2,0
220,Angela,0,0.9749999999999999,42,1,0,0,1,0,True,False,False,0.0,2,0
221,Brandon,1,0.9619999999999999,52,1,1,0,0,0,True,False,False,0.0,2,0
222,Claudia,0,0.9619999999999999,24,1,0,1,1,0,True,False,False,0.0,2,0
223,Mike,1,0.9889999999999999,57,1,0,1,1,1,True,False,False,0.0,2,0
224,Diana,0,0.9739999999999999,24,1,1,1,0,1,True,False,False,0.0,2,0
225,Steven,1,0.9529999999999998,46,1,0,1,1,0,True,False,False,0.0,2,0
226,Kathy,0,0.9579999999999999,24,0,1,1,1,0,True,False,False,0.0,2,0
227,Ashley,0,0.9899999999999999,44,1,0,1,1,1,True,False,False,0.0,2,0
228,Andrew,1,0.9779999999999999,40,1,0,0,0,1,True,False,False,0.0,2,0
229,Juan,1,0.9959999999999999,54,0,0,0,0,1,True,False,False,0.0,2,0
230,Christina,0,0.9509999999999998,30,1,1,0,1,0,True,False,False,0.0,2,0
231,Anthony,1,0.9829999999999999,55,0,0,0,1,0,True,False,False,0.0,2,0
232,James,1,0.9899999999999999,22,1,1,0,0,0,True,False,False,0.0,2,0
233,Pedro,1,0.9509999999999998,36,1,0,1,1,0,True,False,False,0.0,2,0
234,Stephanie,0,0.9869999999999999,29,1,1,0,0,1,True,False,False,0.0,2,0
235,Javier,1,0.9519999999999998,30,0,1,0,1,1,True,False,False,0.0,2,0
236,Teresa,0,0.9549999999999998,52,0,1,1,1,1,True,False,False,0.0,2,0
237,Emily,0,0.9809999999999999,26,0,0,0,0,1,True,False,False,0.0,2,0
238,Luis,1,0.9939999999999999,64,0,0,0,1,1,True,False,False,0.0,2,0
239,Antonio,1,0.9659999999999999,29,1,0,0,1,0,True,False,False,0.0,2,0
240,Sharon,0,0.9519999999999998,31,0,0,1,1,0,True,False,False,0.0,2,0
241,Monica,0,0.9629999999999999,64,1,1,1,1,1,True,False,False,0.0,2,0
242,Matt,1,0.9689999999999999,23,0,0,0,0,1,True,False,False,0.0,2,0
243,Oscar,1,0.9549999999999998,45,0,1,0,0,1,True,False,False,0.0,2,0
244,Jorge,1,0.9839999999999999,52,1,1,0,0,0,True,False,False,0.0,2,0
245,Heather,0,0.9569999999999999,18,1,0,0,0,0,True,False,False,0.0,2,0
246,Matthew,1,0.9599999999999999,40,0,0,1,0,0,True,False,False,0.0,2,0
247,Mark,1,0.9859999999999999,31,0,0,1,0,0,True,False,False,0.0,2,0
248,Sarah,0,0.9939999999999999,54,0,0,0,1,1,True,False,False,0.0,2,0
249,Kevin,1,0.9869999999999999,20,0,0,1,0,1,True,False,False,0.0,2,0
250,Chris,1,0.9929999999999999,31,0,0,1,1,0,True,False,False,0.0,2,0
251,Alex,1,0.9919999999999999,42,0,1,1,1,1,True,False,False,0.0,2,0
252,Laura,0,0.9909999999999999,38,1,0,1,0,0,True,False,False,0.0,2,0
253,Kelly,0,0.9709999999999999,42,1,0,1,1,0,True,False,False,0.0,2,0
254,Nancy,0,0.9829999999999999,48,0,0,0,1,1,True,False,False,0.0,2,0
255,Michelle,0,0.9959999999999999,24,0,0,0,0,1,True,False,False,0.0,2,0
256,Scott,1,0.9579999999999999,44,1,0,0,1,1,True,False,False,0.0,2,0
257,Brian,1,0.9849999999999999,54,1,1,0,0,1,True,False,False,0.0,2,0
258,Jeff,1,0.9609999999999999,61,1,1,1,1,1,True,False,False,0.0,2,0
259,Ryan,1,0.9769999999999999,37,1,1,1,0,1,True,False,False,0.0,2,0
260,Miguel,1,0.9799999999999999,60,1,1,0,1,0,True,False,False,0.0,2,0
261,Maria,0,0.9999999999999999,47,1,0,0,1,0,True,False,False,0.0,2,0
262,Carlos,1,0.9949999999999999,49,1,0,0,1,0,True,False,False,0.0,2,0
263,Christopher,1,0.9539999999999998,50,0,0,1,0,0,True,False,False,0.0,2,0
264,Jennifer,0,0.9979999999999999,41,1,1,0,0,1,True,False,False,0.0,2,0
265,Susan,0,0.9769999999999999,61,0,0,1,1,0,True,False,False,0.0,2,0
266,Victor,1,0.9709999999999999,53,0,0,0,0,1,True,False,False,0.0,2,0
267,Nick,1,0.9569999999999999,30,1,1,0,1,0,True,False,False,0.0,2,0
268,Joe,1,0.9809999999999999,34,1,1,0,1,0,True,False,False,0.0,2,0
269,Veronica,0,0.9589999999999999,49,0,0,0,0,1,True,False,False,0.0,2,0
270,Karen,0,0.9879999999999999,47,0,0,0,1,1,True,False,False,0.0,2,0
271,Mary,0,0.9989999999999999,57,0,1,1,0,1,True,False,False,0.0,2,0
272,Manuel,1,0.9669999999999999,22,0,0,1,0,1,True,False,False,0.0,2,0
273,Eric,1,0.9789999999999999,19,0,0,1,0,1,True,False,False,0.0,2,0
274,Lisa,0,0.9949999999999999,44,1,1,1,1,0,True,False,False,0.0,2,0
275,Kim,0,0.9659999999999999,34,0,1,1,1,1,True,False,False,0.0,2,0
276,Brenda,0,0.9689999999999999,45,0,0,1,0,0,True,False,False,0.0,2,0
277,Amy,0,0.9789999999999999,27,0,1,1,1,0,True,False,False,0.0,2,0
278,Richard,1,0.9729999999999999,63,0,0,0,0,1,True,False,False,0.0,2,0
279,Julie,0,0.9669999999999999,62,1,0,0,0,0,True,False,False,0.0,2,0
280,Patricia,0,0.9819999999999999,50,1,1,1,1,0,True,False,False,0.0,2,0
281,Justin,1,0.9629999999999999,64,1,0,0,0,0,True,False,False,0.0,2,0
282,Katie,0,0.9639999999999999,34,0,0,1,1,1,True,False,False,0.0,2,0
283,William,1,0.9719999999999999,49,1,1,0,1,1,True,False,False,0.0,2,0
284,Rachel,0,0.9729999999999999,38,0,0,1,0,1,True,False,False,0.0,2,0
285,Kimberly,0,0.9529999999999998,42,0,0,1,1,1,True,False,False,0.0,2,0
286,Anna,0,0.9699999999999999,52,1,1,1,0,1,True,False,False,0.0,2,0
287,Barbara,0,0.9649999999999999,24,0,1,1,1,0,True,False,False,0.0,2,0
288,Joseph,1,0.9679999999999999,21,0,0,1,1,1,True,False,False,0.0,2,0
289,Mario,1,0.9589999999999999,37,0,1,0,1,1,True,False,False,0.0,2,0
290,Sandra,0,0.9859999999999999,48,0,1,0,0,0,True,False,False,0.0,2,0
291,Jason,1,0.9819999999999999,28,1,0,0,0,1,True,False,False,0.0,2,0
292,Carmen,0,0.9779999999999999,33,0,0,1,1,0,True,False,False,0.0,2,0
293,Sara,0,0.9679999999999999,62,1,1,1,0,0,True,False,False,0.0,2,0
294,Rosa,0,0.9759999999999999,58,0,0,1,0,0,True,False,False,0.0,2,0
295,Daniel,1,0.9909999999999999,39,1,0,0,0,1,True,False,False,0.0,2,0
296,Lauren,0,0.9609999999999999,51,1,0,0,0,0,True,False,False,0.0,2,0
297,Nicole,0,0.9799999999999999,35,1,1,1,1,0,True,False,False,0.0,2,0
298,Amanda,0,0.9839999999999999,37,1,0,1,1,0,False,False,True,0.0,2,0
299,David,1,0.9989999999999999,23,0,1,1,0,1,False,False,True,0.0,2,0
300,Elizabeth,0,0.9919999999999999,63,1,1,1,0,0,True,False,False,0.02,3,1
301,Gloria,0,0.9599999999999999,50,1,0,0,1,1,True,False,False,0.02,3,0
302,Samantha,0,0.9559999999999998,45,1,1,0,0,0,True,False,False,0.02,3,1
303,Ana,0,0.9929999999999999,56,1,0,1,1,1,True,False,False,0.02,3,1
304,Steve,1,0.9639999999999999,22,0,0,1,1,1,True,False,False,0.02,3,0
305,Melissa,0,0.9849999999999999,48,0,1,0,1,1,True,False,False,0.02,3,0
306,Robert,1,0.9879999999999999,56,1,1,0,1,0,True,False,False,0.02,3,1
307,Angel,1,0.9739999999999999,33,0,1,1,0,0,True,False,False,0.02,3,1
308,Jessica,0,0.9969999999999999,40,0,0,0,0,1,True,False,False,0.02,3,1
309,Michael,1,0.9979999999999999,40,0,0,1,1,0,True,False,False,0.02,3,0
310,John,1,0.9969999999999999,22,1,1,1,0,1,True,False,False,0.02,3,0
311,Cindy,0,0.9539999999999998,60,0,1,1,1,1,True,False,False,0.02,3,0
312,Paul,1,0.9749999999999999,49,0,0,0,0,1,True,False,False,0.02,3,1
313,Linda,0,0.9889999999999999,57,0,0,1,1,0,True,False,False,0.02,3,1
314,Jonathan,1,0.9699999999999999,26,1,1,0,0,0,True,False,False,0.02,3,0
315,Francisco,1,0.9559999999999998,52,1,0,1,1,1,True,False,False,0.02,3,0
316,Martha,0,0.9719999999999999,41,1,0,0,0,1,True,False,False,0.02,3,0
